symbol,data,2019-12-31,2020-12-31,2021-12-31,2022-12-31,2023-12-31,2024-12-31
CRC,Other Operating Expenses,,465000000.0,550000000.0,604000000.0,612000000.0,
CRC,Other Taxes,544000000.0,35000000.0,,,,
CRC,Provision For Doubtful Accounts,0.0,-4000000.0,,,,
CRC,Depreciation Amortization Depletion Income Statement,,15648000000.0,16155000000.0,15761000000.0,16178000000.0,
CRC,Depreciation And Amortization In Income Statement,,15648000000.0,16155000000.0,15761000000.0,16178000000.0,
CRC,Selling General And Administration,,39085000000.0,39294000000.0,47661000000.0,51926000000.0,
CRC,Selling And Marketing Expense,,12257000000.0,12047000000.0,14543000000.0,16178000000.0,
CRC,General And Administrative Expense,,26828000000.0,27247000000.0,33118000000.0,35748000000.0,
CRC,Other Gand A,,7256000000.0,7363000000.0,8694000000.0,8519000000.0,
CRC,Rent And Landing Fees,,1166000000.0,329000000.0,1815000000.0,2313000000.0,
CRC,Salaries And Wages,,18406000000.0,19555000000.0,22609000000.0,24916000000.0,
CRC,Gross Profit,,44999256089.0,45944278315.0,60251083827.0,66496896207.0,
CRC,Cost Of Revenue,,134948194748.0,135846924988.0,159646952387.0,164941371983.0,
CRC,Total Revenue,,179947450837.0,181791203303.0,219898036214.0,231438268190.0,
CRC,Operating Revenue,,179947450837.0,181791203303.0,219898036214.0,231438268190.0,
CRD,Tax Effect Of Unusual Items,,0.0,995171.833755,240652.812092,1048652.4,
CRD,Tax Rate For Calcs,,0.184042,0.255286,0.077828,0.2,
CRD,Normalized EBITDA,,-86611429.0,46747361.0,44624659.0,-13198518.0,
CRD,Total Unusual Items,,0.0,3898259.0,3092118.0,5243262.0,
CRD,Total Unusual Items Excluding Goodwill,,0.0,3898259.0,3092118.0,5243262.0,
CRD,Net Income From Continuing Operation Net Minority Interest,,-90975735.0,8099600.0,-15349787.0,-76167867.0,
CRD,Reconciled Depreciation,,16694549.0,29307438.0,45613167.0,46449856.0,
CRD,Reconciled Cost Of Revenue,,848741703.0,824711182.0,1200394599.0,805783491.0,
CRD,EBITDA,,-86611429.0,50645620.0,47716777.0,-7955256.0,
CRD,EBIT,,-103305978.0,21338182.0,2103610.0,-54405112.0,
CRD,Net Interest Income,,-7830049.0,-8667888.0,-16906473.0,-19381929.0,
CRD,Interest Expense,,8189643.0,8847469.0,17543898.0,19594817.0,
CRD,Interest Income,,359594.0,179581.0,637425.0,212888.0,
CRD,Normalized Income,,-90975735.0,5196512.833755,-18201252.187908,-80362476.6,
CRD,Net Income From Continuing And Discontinued Operation,,-90975735.0,8099600.0,-15349787.0,-76167867.0,
CRD,Total Expenses,,901395612.0,875292553.0,1253124560.0,861685813.0,
CRD,Total Operating Income As Reported,,-103472023.0,16630638.0,1732800.0,-54170759.0,
CRD,Diluted Average Shares,,499866676.0,506225000.0,495154419.0,501104388.0,
CRD,Basic Average Shares,,499866676.0,506225000.0,495154419.0,501104388.0,
CRD,Diluted EPS,,-0.182,0.016,-0.031,-0.152,
CRD,Basic EPS,,-0.182,0.016,-0.031,-0.152,
CRD,Diluted NI Availto Com Stockholders,,-90975735.0,8099600.0,-15349787.0,-76167867.0,
CRD,Net Income Common Stockholders,,-90975735.0,8099600.0,-15349787.0,-76167867.0,
CRD,Net Income,,-90975735.0,8099600.0,-15349787.0,-76167867.0,
CRD,Minority Interests,,0.0,-1202406.0,-1111183.0,-1704704.0,
CRD,Net Income Including Noncontrolling Interests,,-90975735.0,9302006.0,-14238604.0,-74463163.0,
CRD,Net Income Continuous Operations,,-90975735.0,9302006.0,-14238604.0,-74463163.0,
CRD,Tax Provision,,-20519886.0,3188707.0,-1201684.0,463234.0,
CRD,Pretax Income,,-111495621.0,12490713.0,-15440288.0,-73999929.0,
CRD,Other Income Expense,,6272047.0,10609688.0,6946863.0,7267270.0,
CRD,Other Non Operating Income Expenses,,6106002.0,5902144.0,3483935.0,2258361.0,
CRD,Special Income Charges,,0.0,3898259.0,3092118.0,5243262.0,
CRD,Gain On Sale Of Ppe,18078260.0,0.0,,0.0,3045042.0,
CRD,Other Special Charges,-10106256.0,,,-3092118.0,-2198220.0,
CRD,Restructuring And Mergern Acquisition,,0.0,-3898259.0,0.0,,
CRD,Earnings From Equity Interest,,166045.0,809285.0,370810.0,-234353.0,
CRD,Gain On Sale Of Security,,,3898259.0,,,
CRD,Net Non Operating Interest Income Expense,,-7830049.0,-8667888.0,-16906473.0,-19381929.0,
CRD,Interest Expense Non Operating,,8189643.0,8847469.0,17543898.0,19594817.0,
CRD,Interest Income Non Operating,,359594.0,179581.0,637425.0,212888.0,
CRD,Operating Income,,-109937619.0,10548913.0,-5480678.0,-61885270.0,
CRD,Operating Expense,,52653909.0,50581371.0,52729961.0,55902322.0,
CRD,Selling General And Administration,,52653909.0,50581371.0,52729961.0,55902322.0,
CRD,General And Administrative Expense,,52653909.0,50581371.0,52729961.0,55902322.0,
CRD,Other Gand A,,52653909.0,50581371.0,52729961.0,55902322.0,
CRD,Gross Profit,,-57283710.0,61130284.0,47249283.0,-5982948.0,
CRD,Cost Of Revenue,,848741703.0,824711182.0,1200394599.0,805783491.0,
CRD,Total Revenue,,791457993.0,885841466.0,1247643882.0,799800543.0,
CRD,Operating Revenue,,791457993.0,885841466.0,1247643882.0,799800543.0,
CREDIT,Tax Effect Of Unusual Items,,,0.0,0.0,,
CREDIT,Tax Rate For Calcs,,,0.205,0.205,,
CREDIT,Net Income From Continuing Operation Net Minority Interest,,,1935017000.0,2352521000.0,,
CREDIT,Reconciled Depreciation,,,248957000.0,279817000.0,,
CREDIT,Net Interest Income,,,8493584000.0,11052351000.0,,
CREDIT,Interest Expense,,,1307386000.0,1632385000.0,,
CREDIT,Interest Income,,,9800970000.0,12684736000.0,,
CREDIT,Normalized Income,,,1935017000.0,2352521000.0,,
CREDIT,Net Income From Continuing And Discontinued Operation,,,1935017000.0,2352521000.0,,
CREDIT,Diluted Average Shares,,,1229289222.0,1229289222.0,,
CREDIT,Basic Average Shares,,,1229289222.0,1229289222.0,,
CREDIT,Diluted EPS,,,1.574094,1.913725,,
CREDIT,Basic EPS,,,1.574094,1.913725,,
CREDIT,Diluted NI Availto Com Stockholders,,,1935017000.0,2352521000.0,,
CREDIT,Net Income Common Stockholders,,,1935017000.0,2352521000.0,,
CREDIT,Net Income,,,1935017000.0,2352521000.0,,
CREDIT,Net Income Including Noncontrolling Interests,,,1935017000.0,2352521000.0,,
CREDIT,Net Income Continuous Operations,,,1935017000.0,2352521000.0,,
CREDIT,Tax Provision,,,497853000.0,607393000.0,,
CREDIT,Pretax Income,,,2432870000.0,2959914000.0,,
CREDIT,Gain On Sale Of Security,,,-3742000.0,-9475000.0,,
CREDIT,Selling General And Administration,,,2607181000.0,3056938000.0,,
CREDIT,General And Administrative Expense,,,2607181000.0,3056938000.0,,
CREDIT,Salaries And Wages,,,2607181000.0,3056938000.0,,
CREDIT,Total Revenue,,,8738279000.0,11222174000.0,,
CREDIT,Operating Revenue,,,8738279000.0,11222174000.0,,
CREDIT,Occupancy And Equipment,,,520197000.0,602859000.0,,
CREDIT,Other Non Interest Expense,,,571317000.0,776604000.0,,
CSC,Tax Effect Of Unusual Items,,143556.526538,1173580.980791,7995387.727664,-2677888.387871,
CSC,Tax Rate For Calcs,,0.181258,0.16908,0.174743,0.232826,
CSC,Normalized EBITDA,,507821230.0,438726498.0,485951012.0,484515307.0,
CSC,Total Unusual Items,,792000.0,6941000.0,45755000.0,-11501651.0,
CSC,Total Unusual Items Excluding Goodwill,,792000.0,6941000.0,45755000.0,-11501651.0,
CSC,Net Income From Continuing Operation Net Minority Interest,,258434510.0,193698226.0,246000804.0,177392498.0,
CSC,Reconciled Depreciation,,192658536.0,212137906.0,233170965.0,240992657.0,
CSC,Reconciled Cost Of Revenue,,2302070759.0,2524658465.0,3189192065.0,3075023491.0,
CSC,EBITDA,,508613230.0,445667498.0,531706012.0,473013656.0,
CSC,EBIT,,315954694.0,233529592.0,298535047.0,232020999.0,
CSC,Net Interest Income,,9339699.0,6021496.0,4361035.0,14869792.0,
CSC,Interest Expense,,306314.0,416759.0,444942.0,792362.0,
CSC,Interest Income,,9646013.0,6438255.0,4805977.0,15662154.0,
CSC,Normalized Income,,257786066.526538,187930806.980791,208241191.727664,186216260.612129,
CSC,Net Income From Continuing And Discontinued Operation,,258434510.0,193698226.0,246000804.0,177392498.0,
CSC,Total Expenses,,2509195161.0,2815049498.0,3487197058.0,3371148150.0,
CSC,Total Operating Income As Reported,,315954694.0,233538592.0,298514047.0,231996999.0,
CSC,Diluted Average Shares,,52800000.0,52800000.0,52800000.0,52800000.0,
CSC,Basic Average Shares,,52001000.0,52000742.0,52000742.0,52000742.0,
CSC,Diluted EPS,,4.89,3.67,4.66,3.36,
CSC,Basic EPS,,4.97,3.72,4.73,3.41,
CSC,Diluted NI Availto Com Stockholders,,258434510.0,193698226.0,246000804.0,177392498.0,
CSC,Net Income Common Stockholders,,258434510.0,193698226.0,246000804.0,177392498.0,
CSC,Net Income,,258434510.0,193698226.0,246000804.0,177392498.0,
CSC,Net Income Including Noncontrolling Interests,,258434510.0,193698226.0,246000804.0,177392498.0,
CSC,Net Income Continuous Operations,,258434510.0,193698226.0,246000804.0,177392498.0,
CSC,Tax Provision,,57213870.0,39414607.0,52089301.0,53836139.0,
CSC,Pretax Income,,315648380.0,233112833.0,298090105.0,231228637.0,
CSC,Other Income Expense,,45349000.0,47955000.0,89655000.0,13903349.0,
CSC,Other Non Operating Income Expenses,,44557000.0,41014000.0,43900000.0,25405000.0,
CSC,Special Income Charges,42322000.0,6235000.0,,,,
CSC,Other Special Charges,-42322000.0,-6235000.0,,,,
CSC,Write Off,0.0,,,,,
CSC,Gain On Sale Of Security,,792000.0,6941000.0,45755000.0,-11501651.0,
CSC,Net Non Operating Interest Income Expense,,9339699.0,6021496.0,4361035.0,14869792.0,
CSC,Interest Expense Non Operating,,306314.0,416759.0,444942.0,792362.0,
CSC,Interest Income Non Operating,,9646013.0,6438255.0,4805977.0,15662154.0,
CSC,Operating Income,,260959554.0,179136601.0,204074330.0,202455020.0,
CSC,Operating Expense,,207124402.0,290391033.0,298004993.0,296124659.0,
CSC,Other Operating Expenses,,-75380000.0,-6737000.0,-7128000.0,-5405000.0,
CSC,Selling General And Administration,,282504402.0,297128033.0,305132993.0,301529659.0,
CSC,Selling And Marketing Expense,,63929509.0,70843448.0,77117803.0,85825002.0,
CSC,General And Administrative Expense,,218574893.0,226284585.0,228015190.0,215704657.0,
CSC,Other Gand A,,218574893.0,226284585.0,228015190.0,215704657.0,
CSC,Gross Profit,,468083956.0,469527634.0,502079323.0,498579679.0,
CSC,Cost Of Revenue,,2302070759.0,2524658465.0,3189192065.0,3075023491.0,
CSC,Total Revenue,,2770154715.0,2994186099.0,3691271388.0,3573603170.0,
CSC,Operating Revenue,,2770154715.0,2994186099.0,3691271388.0,3573603170.0,
CSP,Tax Effect Of Unusual Items,,-431982.114,-1575509.874297,-747942.954462,1069831.234,
CSP,Tax Rate For Calcs,,0.2,0.134882,0.06663,0.2,
CSP,Normalized EBITDA,,164092252.44,584349968.81,-17533911.33,-13175980.69,
CSP,Total Unusual Items,,-2159910.57,-11680685.49,-11225291.38,5349156.17,
CSP,Total Unusual Items Excluding Goodwill,,-2159910.57,-11680685.49,-11225291.38,5349156.17,
CSP,Net Income From Continuing Operation Net Minority Interest,,84303648.81,438266451.61,-94937813.38,-90850009.53,
CSP,Reconciled Depreciation,,35542746.05,36249248.41,38066732.23,39634375.89,
CSP,Reconciled Cost Of Revenue,,2258608875.08,2364203821.89,3089411489.68,2297825588.64,
CSP,EBITDA,,161932341.87,572669283.32,-28759202.71,-7826824.52,
CSP,EBIT,,126389595.82,536420034.91,-66825934.94,-47461200.41,
CSP,Net Interest Income,,-42641501.07,-29822942.81,-34889172.25,-39744947.88,
CSP,Interest Expense,,42641501.07,29822942.81,34889172.25,39744947.88,
CSP,Normalized Income,,86031577.266,448371627.225703,-84460464.954462,-95129334.466,
CSP,Net Income From Continuing And Discontinued Operation,,84303648.81,438266451.61,-94937813.38,-90850009.53,
CSP,Total Expenses,,2362467086.65,2473379817.23,3203526919.64,2401659745.55,
CSP,Diluted Average Shares,,496168826.0,496168826.0,496168826.0,496168826.0,
CSP,Basic Average Shares,,496168826.0,496168826.0,496168826.0,496168826.0,
CSP,Diluted EPS,,0.17,0.88,-0.19,-0.18,
CSP,Basic EPS,,0.17,0.88,-0.19,-0.18,
CSP,Diluted NI Availto Com Stockholders,,84303648.81,438266451.61,-94937813.38,-90850009.53,
CSP,Net Income Common Stockholders,,84303648.81,438266451.61,-94937813.38,-90850009.53,
CSP,Net Income,,84303648.81,438266451.61,-94937813.38,-90850009.53,
CSP,Net Income Including Noncontrolling Interests,,84303648.81,438266451.61,-94937813.38,-90850009.53,
CSP,Net Income Continuous Operations,,84303648.81,438266451.61,-94937813.38,-90850009.53,
CSP,Tax Provision,,-555554.06,68330640.49,-6777293.81,3643861.24,
CSP,Pretax Income,,83748094.75,506597092.1,-101715107.19,-87206148.29,
CSP,Other Income Expense,,-3057018.75,-11962264.32,-11015916.0,-8781100.97,
CSP,Other Non Operating Income Expenses,,-897108.18,-281578.83,209375.38,-14130257.14,
CSP,Gain On Sale Of Security,,-2159910.57,-11680685.49,-11225291.38,5349156.17,
CSP,Net Non Operating Interest Income Expense,,-42641501.07,-29822942.81,-34889172.25,-39744947.88,
CSP,Interest Expense Non Operating,,42641501.07,29822942.81,34889172.25,39744947.88,
CSP,Operating Income,,129446614.57,548382299.23,-55810018.94,-38680099.44,
CSP,Operating Expense,,103858211.57,109175995.34,114115429.96,103834156.91,
CSP,Selling General And Administration,,103858211.57,109175995.34,114115429.96,103834156.91,
CSP,Selling And Marketing Expense,,22543166.0,23266607.19,24227073.6,23887290.7,
CSP,General And Administrative Expense,,81315045.57,85909388.15,89888356.36,79946866.21,
CSP,Other Gand A,,81315045.57,85909388.15,89888356.36,79946866.21,
CSP,Gross Profit,,233304826.14,657558294.57,58305411.02,65154057.47,
CSP,Cost Of Revenue,,2258608875.08,2364203821.89,3089411489.68,2297825588.64,
CSP,Total Revenue,,2491913701.22,3021762116.46,3147716900.7,2362979646.11,
CSP,Operating Revenue,,2491913701.22,3021762116.46,3147716900.7,2362979646.11,
CSR,Tax Effect Of Unusual Items,727626.670388,107321.220028,225682.548791,259337.667612,,
CSR,Tax Rate For Calcs,0.196682,0.202038,0.133176,0.229963,,
CSR,Normalized EBITDA,65585702.35,40098256.54,34009448.22,50585684.96,,
CSR,Total Unusual Items,3699505.5,531192.67,1694620.2,1127737.85,,
CSR,Total Unusual Items Excluding Goodwill,3699505.5,531192.67,1694620.2,1127737.85,,
CSR,Net Income From Continuing Operation Net Minority Interest,49606438.94,23242237.58,25121125.97,37103524.41,,
CSR,Reconciled Depreciation,18945378.27,19750711.58,17025822.19,13329322.98,,
CSR,Reconciled Cost Of Revenue,70108057.71,61744287.75,55742147.54,62935795.17,,
CSR,EBITDA,69285207.85,40629449.21,35704068.42,51713422.81,,
CSR,EBIT,50339829.58,20878737.63,18678246.23,38384099.83,,
CSR,Net Interest Income,6632752.0,7075387.39,7143988.15,7301877.09,,
CSR,Interest Income,6632752.0,7075387.39,7143988.15,7301877.09,,
CSR,Normalized Income,46634560.110388,22818366.130028,23652188.318791,36235124.227612,,
CSR,Net Income From Continuing And Discontinued Operation,49606438.94,23242237.58,25121125.97,37103524.41,,
CSR,Total Expenses,114966288.27,108051352.29,92019815.46,105158817.21,,
CSR,Diluted Average Shares,20498528.0,20568352.0,20423680.0,20499185.0,,
CSR,Basic Average Shares,20498528.0,20568352.0,20423680.0,20499185.0,,
CSR,Diluted EPS,2.42,1.13,1.23,1.81,,
CSR,Basic EPS,2.42,1.13,1.23,1.81,,
CSR,Diluted NI Availto Com Stockholders,49606438.94,23242237.58,25121125.97,37103524.41,,
CSR,Net Income Common Stockholders,49606438.94,23242237.58,25121125.97,37103524.41,,
CSR,Net Income,49606438.94,23242237.58,25121125.97,37103524.41,,
CSR,Net Income Including Noncontrolling Interests,49606438.94,23242237.58,25121125.97,37103524.41,,
CSR,Net Income Continuous Operations,49606438.94,23242237.58,25121125.97,37103524.41,,
CSR,Tax Provision,12145504.6,5884768.35,3859523.74,11080538.3,,
CSR,Pretax Income,61751943.54,29127005.93,28980649.71,48184062.71,,
CSR,Other Income Expense,4779361.96,1172880.91,3158415.33,2498085.79,,
CSR,Other Non Operating Income Expenses,1079856.46,641688.24,1463795.13,1370347.94,,
CSR,Special Income Charges,2037105.91,17896.71,0.0,,,
CSR,Gain On Sale Of Ppe,2037105.91,17896.71,0.0,,,
CSR,Gain On Sale Of Security,1662399.59,513295.96,1694620.2,1127737.85,,
CSR,Net Non Operating Interest Income Expense,6632752.0,7075387.39,7143988.15,7301877.09,,
CSR,Interest Income Non Operating,6632752.0,7075387.39,7143988.15,7301877.09,,
CSR,Operating Income,50339829.58,20878737.63,18678246.23,38384099.83,,
CSR,Operating Expense,44858230.56,46307064.54,36277667.92,42223022.04,,
CSR,Other Operating Expenses,,,-1629000.0,,,
CSR,Selling General And Administration,44858230.56,46307064.54,37906667.92,42223022.04,,
CSR,Selling And Marketing Expense,1262565.12,1092284.11,985252.91,1430788.22,,
CSR,General And Administrative Expense,43595665.44,45214780.43,36921415.01,40792233.82,,
CSR,Other Gand A,43595665.44,45214780.43,36921415.01,40792233.82,,
CSR,Gross Profit,95198060.14,67185802.17,54955914.15,80607121.87,,
CSR,Cost Of Revenue,70108057.71,61744287.75,55742147.54,62935795.17,,
CSR,Total Revenue,165306117.85,128930089.92,110698061.69,143542917.04,,
CSR,Operating Revenue,165306117.85,128930089.92,110698061.69,143542917.04,,
CSS,Tax Effect Of Unusual Items,,0.0,0.0,0.0,0.0,
CSS,Tax Rate For Calcs,,0.153525,0.200782,0.263071,0.2,
CSS,Normalized EBITDA,,151156779.0,340097020.0,183428577.0,52364145.0,
CSS,Total Unusual Items,,-63428422.0,0.0,0.0,0.0,
CSS,Total Unusual Items Excluding Goodwill,,-63428422.0,0.0,0.0,0.0,
CSS,Net Income From Continuing Operation Net Minority Interest,,92700924.0,246089537.0,114982309.0,20244051.0,
CSS,Reconciled Depreciation,,28920063.0,24863393.0,22789046.0,25051492.0,
CSS,Reconciled Cost Of Revenue,,2999378395.0,3311410253.0,4112786735.0,3463607790.0,
CSS,EBITDA,,151156779.0,340097020.0,183428577.0,52364145.0,
CSS,EBIT,,122236716.0,315233627.0,160639531.0,27312653.0,
CSS,Net Interest Income,,199863.0,-3520757.0,980781.0,852372.0,
CSS,Interest Expense,,10516769.0,5114216.0,3824527.0,3158160.0,
CSS,Interest Income,,10716632.0,1593459.0,4805308.0,4010532.0,
CSS,Normalized Income,,92700924.0,246089537.0,114982309.0,20244051.0,
CSS,Net Income From Continuing And Discontinued Operation,,92700924.0,246089537.0,114982309.0,20244051.0,
CSS,Total Expenses,,3435266372.0,3701580027.0,4470598938.0,3879734714.0,
CSS,Rent Expense Supplemental,6126.0,,,,,
CSS,Total Operating Income As Reported,,87770068.0,307937044.0,172308944.0,10351484.0,
CSS,Diluted Average Shares,,1175739000.0,1175739000.0,1175739000.0,1175739000.0,
CSS,Basic Average Shares,,1175739000.0,1175739000.0,1175739000.0,1175739000.0,
CSS,Diluted EPS,,0.08,0.21,0.1,0.02,
CSS,Basic EPS,,0.08,0.21,0.1,0.02,
CSS,Diluted NI Availto Com Stockholders,,92700924.0,246089537.0,114982309.0,20244051.0,
CSS,Net Income Common Stockholders,,92700924.0,246089537.0,114982309.0,20244051.0,
CSS,Net Income,,92700924.0,246089537.0,114982309.0,20244051.0,
CSS,Minority Interests,,-1867198.0,-1763573.0,-579228.0,12126712.0,
CSS,Net Income Including Noncontrolling Interests,,94568122.0,247853110.0,115561537.0,8117339.0,
CSS,Net Income Continuous Operations,,94568122.0,247853110.0,115561537.0,8117339.0,
CSS,Tax Provision,,17151825.0,62266301.0,41253467.0,16037154.0,
CSS,Pretax Income,,111719947.0,310119411.0,156815004.0,24154493.0,
CSS,Other Income Expense,,64739210.0,161077718.0,-16474721.0,12950637.0,
CSS,Other Non Operating Income Expenses,22257789.0,40989194.0,155374594.0,14875871.0,,
CSS,Special Income Charges,,-63428422.0,0.0,0.0,0.0,
CSS,Write Off,,63428422.0,0.0,0.0,0.0,
CSS,Earnings From Equity Interest,,23750016.0,5703124.0,-16474721.0,12950637.0,
CSS,Net Non Operating Interest Income Expense,,199863.0,-3520757.0,980781.0,852372.0,
CSS,Interest Expense Non Operating,,10516769.0,5114216.0,3824527.0,3158160.0,
CSS,Interest Income Non Operating,,10716632.0,1593459.0,4805308.0,4010532.0,
CSS,Operating Income,,46780874.0,152562450.0,172308944.0,10351484.0,
CSS,Operating Expense,,435887977.0,390169774.0,357812203.0,416126924.0,
CSS,Other Operating Expenses,-22257789.0,-40989194.0,,-14875871.0,-9207303.0,
CSS,Selling General And Administration,,435887977.0,390169774.0,372688074.0,425334227.0,
CSS,Selling And Marketing Expense,,76221458.0,67415301.0,80153292.0,83721269.0,
CSS,General And Administrative Expense,,359666519.0,322754473.0,292534782.0,341612958.0,
CSS,Other Gand A,,359666519.0,322754473.0,292534782.0,341612958.0,
CSS,Gross Profit,,482668851.0,542732224.0,530121147.0,426478408.0,
CSS,Cost Of Revenue,,2999378395.0,3311410253.0,4112786735.0,3463607790.0,
CSS,Total Revenue,,3482047246.0,3854142477.0,4642907882.0,3890086198.0,
CSS,Operating Revenue,,3482047246.0,3854142477.0,4642907882.0,3890086198.0,
CTW,Tax Effect Of Unusual Items,,2260107.915636,-1755343.208172,1193998.032349,4512283.8,
CTW,Tax Rate For Calcs,,0.204423,0.17116,0.153554,0.2,
CTW,Normalized EBITDA,,451186577.0,-393287066.0,161586126.0,38377313.0,
CTW,Total Unusual Items,,11056009.0,-10255542.0,7775746.0,22561419.0,
CTW,Total Unusual Items Excluding Goodwill,,11056009.0,-10255542.0,7775746.0,22561419.0,
CTW,Net Income From Continuing Operation Net Minority Interest,,298717999.0,-403768015.0,24449522.0,-137521745.0,
CTW,Reconciled Depreciation,,92886869.0,89124758.0,107995036.0,112174060.0,
CTW,Reconciled Cost Of Revenue,,3985857398.0,6439714260.0,5813321329.0,5581849158.0,
CTW,EBITDA,,462242586.0,-403542608.0,169361872.0,60938732.0,
CTW,EBIT,,369355717.0,-492667366.0,61366836.0,-51235328.0,
CTW,Net Interest Income,,16680008.0,-12489297.0,-27878098.0,-53643313.0,
CTW,Interest Expense,,8590763.0,14983898.0,29627758.0,56667877.0,
CTW,Interest Income,,25270771.0,2494601.0,1749660.0,3024564.0,
CTW,Normalized Income,,289922097.915636,-395267816.208172,17867774.032349,-155570880.2,
CTW,Net Income From Continuing And Discontinued Operation,,298717999.0,-403768015.0,24449522.0,-137521745.0,
CTW,Total Expenses,,4346676406.0,6883402878.0,5973839768.0,5877959466.0,
CTW,Total Operating Income As Reported,,495383998.0,-495383998.0,56988725.0,-60306303.0,
CTW,Diluted Average Shares,,397906000.0,397906000.0,397906000.0,397906000.0,
CTW,Basic Average Shares,,397906000.0,397906000.0,397906000.0,397906000.0,
CTW,Diluted EPS,,0.75,-1.01,0.06,-0.35,
CTW,Basic EPS,,0.75,-1.01,0.06,-0.35,
CTW,Diluted NI Availto Com Stockholders,,298717999.0,-403768015.0,24449522.0,-137521745.0,
CTW,Net Income Common Stockholders,,298717999.0,-403768015.0,24449522.0,-137521745.0,
CTW,Net Income,,298717999.0,-403768015.0,24449522.0,-137521745.0,
CTW,Minority Interests,,11701875.0,16993429.0,-2415889.0,1103429.0,
CTW,Net Income Including Noncontrolling Interests,,287016124.0,-420761444.0,26865411.0,-138625174.0,
CTW,Net Income Continuous Operations,,287016124.0,-420761444.0,26865411.0,-138625174.0,
CTW,Tax Provision,,73748830.0,-86889820.0,4873667.0,30721969.0,
CTW,Pretax Income,,360764954.0,-507651264.0,31739078.0,-107903205.0,
CTW,Other Income Expense,,23008984.0,135618.0,34819718.0,33447534.0,
CTW,Other Non Operating Income Expenses,,10662536.0,10169129.0,24415521.0,4839704.0,
CTW,Special Income Charges,,3642142.0,-16895850.0,0.0,0.0,
CTW,Write Off,,0.0,0.0,0.0,0.0,
CTW,Impairment Of Capital Assets,13821846.0,-3642142.0,16895850.0,0.0,,
CTW,Earnings From Equity Interest,,1290439.0,222031.0,2628451.0,6046411.0,
CTW,Gain On Sale Of Security,,7413867.0,6640308.0,7775746.0,22561419.0,
CTW,Net Non Operating Interest Income Expense,,16680008.0,-12489297.0,-27878098.0,-53643313.0,
CTW,Interest Expense Non Operating,,8590763.0,14983898.0,29627758.0,56667877.0,
CTW,Interest Income Non Operating,,25270771.0,2494601.0,1749660.0,3024564.0,
CTW,Operating Income,,321075962.0,-495297585.0,24797458.0,-87707426.0,
CTW,Operating Expense,,360819008.0,443688618.0,160518439.0,296110308.0,
CTW,Other Operating Expenses,,-10662536.0,93545101.0,-93545101.0,67365585.0,
CTW,Selling General And Administration,,360819008.0,350143517.0,254063540.0,228744723.0,
CTW,Selling And Marketing Expense,,117015417.0,71648398.0,71533420.0,63599838.0,
CTW,General And Administrative Expense,,243803591.0,278495119.0,182530120.0,165144885.0,
CTW,Other Gand A,,243803591.0,278495119.0,182530120.0,165144885.0,
CTW,Gross Profit,,681894970.0,-51608967.0,185315897.0,208402882.0,
CTW,Cost Of Revenue,,3985857398.0,6439714260.0,5813321329.0,5581849158.0,
CTW,Total Revenue,,4667752368.0,6388105293.0,5998637226.0,5790252040.0,
CTW,Operating Revenue,,4667752368.0,6388105293.0,5998637226.0,5790252040.0,
CV,Tax Effect Of Unusual Items,,3501469.6063,1350630.1341,766915.7808,-31796167.8,
CV,Tax Rate For Calcs,,0.1361,0.1131,0.0208,0.2,
CV,Normalized EBITDA,,303357036.0,270458928.0,137211220.0,-160528175.0,
CV,Total Unusual Items,,25727183.0,11941911.0,36870951.0,-158980839.0,
CV,Total Unusual Items Excluding Goodwill,,25727183.0,11941911.0,36870951.0,-158980839.0,
CV,Net Income From Continuing Operation Net Minority Interest,,79177329.0,147167611.0,23280440.0,-560104244.0,
CV,Reconciled Depreciation,,63549719.0,80093464.0,97961057.0,122464500.0,
CV,Reconciled Cost Of Revenue,,2126200335.0,1393689093.0,1656703380.0,1028454798.0,
CV,EBITDA,,329084219.0,282400839.0,174082171.0,-319509014.0,
CV,EBIT,,265534500.0,202307375.0,76121114.0,-441973514.0,
CV,Net Interest Income,,-11000172.0,-33026169.0,-62564419.0,-142568463.0,
CV,Interest Expense,,34275401.0,33120129.0,63065963.0,143518451.0,
CV,Interest Income,,23275229.0,93960.0,501544.0,949988.0,
CV,Normalized Income,,56951615.6063,136576330.1341,-12823595.2192,-432919572.8,
CV,Net Income From Continuing And Discontinued Operation,,79177329.0,147167611.0,23280440.0,-560104244.0,
CV,Total Expenses,,2247933604.0,1532139810.0,1885814215.0,1320207938.0,
CV,Total Operating Income As Reported,,272658606.0,203734268.0,81400918.0,-441973514.0,
CV,Diluted Average Shares,,543075490.0,1923682192.0,1318400000.0,1318400000.0,
CV,Basic Average Shares,,543075490.0,1923682192.0,1318400000.0,1318400000.0,
CV,Diluted EPS,,0.177778,0.077778,0.019417,-0.427184,
CV,Basic EPS,,0.177778,0.077778,0.019417,-0.427184,
CV,Diluted NI Availto Com Stockholders,,95046866.0,147167611.0,23280440.0,-560104244.0,
CV,Net Income Common Stockholders,,95046866.0,147167611.0,23280440.0,-560104244.0,
CV,Net Income,,95046866.0,147167611.0,23280440.0,-560104244.0,
CV,Minority Interests,,-120618801.0,-2878391.0,10496600.0,30409952.0,
CV,Net Income Including Noncontrolling Interests,,215665667.0,150046002.0,12783840.0,-590514196.0,
CV,Net Income From Tax Loss Carryforward,,15869537.0,,,,
